YEAR,MO,DY,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,DATE
2015,5,24,42.86,25.5,29.44,0,3.95,1.6,24-05-2015
2015,5,25,41.74,27.2,32.5,0,3.64,0.45,25-05-2015
2015,5,26,41.41,27.46,37.12,0.02,5.26,0.77,26-05-2015
2015,5,27,41.87,24.96,43,0.17,5.68,2.47,27-05-2015
2015,5,28,41.24,25.15,35.38,1.82,6.36,2.94,28-05-2015
2015,5,29,42.58,24.94,32.44,0,3.51,1.16,29-05-2015
2015,5,30,41.77,24.97,38.56,0,4.66,1.33,30-05-2015
2015,5,31,39.44,27.02,47.69,0.39,6.3,1.73,31-05-2015
2015,6,1,39.69,26.55,47.06,0.88,7.21,1.63,01-06-2015
2015,6,2,39.74,25.64,39.94,0.2,4.66,0.73,02-06-2015
2015,6,3,38.73,26.01,39.19,0.77,4.41,0.19,03-06-2015
2015,6,4,38.06,25.72,46.5,1.23,5.54,1.53,04-06-2015
2015,6,5,34.63,26.15,56.94,10.84,4.77,0.48,05-06-2015
2015,6,6,36.81,24.54,56.88,3.18,5.35,0.47,06-06-2015
2015,6,7,39.84,25.02,48.69,0,5.83,0.38,07-06-2015
2015,6,8,41,26.48,40.19,0,5.28,0.5,08-06-2015
2015,6,9,42.82,26.22,35.88,0,6.9,2.35,09-06-2015
2015,6,10,43.22,26.69,28.69,0,5.09,2.02,10-06-2015
2015,6,11,41.63,29.53,30.25,0.52,4.26,0.63,11-06-2015
2015,6,12,34.96,25.42,57.12,7.25,7.78,0.45,12-06-2015
2015,6,13,30.3,23.78,76.31,9.14,4.6,1.83,13-06-2015
2015,6,14,30.89,23.84,73.81,23.2,5.45,0.42,14-06-2015
2015,6,15,33.58,23.01,66.75,4.53,3.62,0.59,15-06-2015
2015,6,16,35.57,23.58,61.62,0.73,4.89,0.41,16-06-2015
2015,6,17,35.04,24.19,63,0.07,4.97,1.3,17-06-2015
2015,6,18,33.05,24.69,67.5,2.26,4.67,0.91,18-06-2015
2015,6,19,35.39,24.01,66.25,0.93,6.86,2.69,19-06-2015
2015,6,20,33.91,24.29,68.12,1.93,8.58,4.41,20-06-2015
2015,6,21,33.19,24.15,75.44,12.65,10.02,5.16,21-06-2015
2015,6,22,33.53,23.26,77.44,12.97,7.95,2.79,22-06-2015
2015,6,23,31.84,24.13,79.81,16.98,5.52,0.2,23-06-2015
2015,6,24,30.01,24.59,81.06,28.8,8.59,0.97,24-06-2015
2015,6,25,30.63,23.87,80.5,26.81,8.18,3.21,25-06-2015
2015,6,26,31.05,23.13,74.81,3.54,9.75,3.2,26-06-2015
2015,6,27,30.7,21.98,63.81,0.57,7.23,0.31,27-06-2015
2015,6,28,31.73,22.95,74.25,49.18,4.56,0.26,28-06-2015
2015,6,29,30.53,23.27,81.38,3.35,5.28,2.17,29-06-2015
2015,6,30,31.64,23.04,77.94,24.55,3.52,0.42,30-06-2015
2015,7,1,30.46,22.73,80.75,12.59,4.51,2.03,01-07-2015
2015,7,2,30.35,23.12,81.56,2.53,4.64,2.39,02-07-2015
2015,7,3,30.52,23.4,81,19.27,5.28,2.29,03-07-2015
2015,7,4,31.65,23.88,79.31,8,5.48,2.05,04-07-2015
2015,7,5,31.23,24.37,80.38,16.01,5.25,1.39,05-07-2015
2015,7,6,28.17,23.93,86.5,30.36,4.89,0.52,06-07-2015
2015,7,7,29.15,23.84,86.88,16.9,3.07,0.51,07-07-2015
2015,7,8,29.48,23.46,87.81,23.46,4.73,0.38,08-07-2015
2015,7,9,27.32,23.44,93.12,44.47,6.22,1.59,09-07-2015
2015,7,10,27.83,23.6,91.81,56.31,7.95,0.74,10-07-2015
2015,7,11,28.62,22.91,88.75,7.75,7.01,3.51,11-07-2015
2015,7,12,29.97,22.48,86.19,0.18,4.56,2.46,12-07-2015
2015,7,13,30.27,22.89,85.31,1.15,4.98,2.09,13-07-2015
2015,7,14,29.79,24.07,85.5,0.28,4.93,1.73,14-07-2015
2015,7,15,28.76,24.37,89.44,56.03,4.08,0.16,15-07-2015
2015,7,16,27.37,24.19,92.06,57.08,5.05,0.09,16-07-2015
2015,7,17,28.95,23.18,87.38,28.54,2.11,0.12,17-07-2015
2015,7,18,29.8,23.16,87.25,12.37,2.27,0.82,18-07-2015
2015,7,19,27.65,23.59,89.5,8.46,4.59,1.47,19-07-2015
2015,7,20,28.94,22.32,88.69,7.66,3.97,1.91,20-07-2015
2015,7,21,28.03,23.91,91.25,3.69,4.09,2.23,21-07-2015
2015,7,22,27.53,23.6,92.31,3.21,4.98,2.8,22-07-2015
2015,7,23,26.98,23.6,93.75,8.19,8.78,4.07,23-07-2015
2015,7,24,27.65,23.52,91.31,9.16,6.62,2.02,24-07-2015
2015,7,25,27.57,23.41,90.88,11.2,4.26,0.27,25-07-2015
2015,7,26,28.15,22.73,89.12,9.71,6.27,2.47,26-07-2015
2015,7,27,26.17,22.73,91.19,15.62,8.05,3.66,27-07-2015
2015,7,28,27.19,22.33,91.12,18.56,7.67,2.69,28-07-2015
2015,7,29,27.23,22.37,89.44,0.04,8.22,2.85,29-07-2015
2015,7,30,28.16,22.59,89.62,3.77,8.16,4.03,30-07-2015
2015,7,31,26.49,22.91,92.62,25.02,6.86,2.39,31-07-2015
2015,8,1,25.76,22.55,93.31,34.85,6.77,3.55,01-08-2015
2015,8,2,25.16,22.23,96.19,118.48,10.24,4.95,02-08-2015
2015,8,3,27.76,23.05,93.19,24.48,8.02,5.11,03-08-2015
2015,8,4,28.34,22.7,89.94,0.1,6.2,3.29,04-08-2015
2015,8,5,29.3,21.51,87.56,0.01,5.39,3.05,05-08-2015
2015,8,6,29.3,21.89,87,0,4.02,2.52,06-08-2015
2015,8,7,29.36,21.84,85.44,0,3.12,0.96,07-08-2015
2015,8,8,30.38,22.04,84.31,0.19,2.62,1.23,08-08-2015
2015,8,9,29.91,22.83,86.31,2.48,2.45,0.88,09-08-2015
2015,8,10,29.8,23.23,88,5.49,3.45,1.84,10-08-2015
2015,8,11,28.76,23.49,90.06,9.91,4.67,1.62,11-08-2015
2015,8,12,28.38,22.58,90.94,4.47,3.92,1.67,12-08-2015
2015,8,13,28.86,23.55,89.44,1.87,5.25,2.29,13-08-2015
2015,8,14,30.3,23.39,89.06,1.72,5.66,3.07,14-08-2015
2015,8,15,28,23.83,90.06,1.54,6.68,3.61,15-08-2015
2015,8,16,29.96,23.24,88.62,25.95,5.95,3.68,16-08-2015
2015,8,17,30,23.33,89.19,26.96,5.98,2,17-08-2015
2015,8,18,28.78,23.44,90.31,11.08,7.21,3.38,18-08-2015
2015,8,19,28.36,22.61,89.94,11.59,6.4,2.68,19-08-2015
2015,8,20,29.13,23.01,88.44,0.36,6.66,2.66,20-08-2015
2015,8,21,29.27,22.54,87.19,0.3,5.99,1.63,21-08-2015
2015,8,22,28.52,22.74,89,1.31,5.49,1.74,22-08-2015
2015,8,23,29.62,22.61,88.62,4.79,4.38,1.88,23-08-2015
2015,8,24,28.4,22.77,90.06,8.11,5.75,2.2,24-08-2015
2015,8,25,28.02,22.8,90.94,4.33,3.98,1.7,25-08-2015
2015,8,26,29.07,22.76,90.75,6.63,4.47,1.5,26-08-2015
2015,8,27,29.58,23.24,90.5,5.2,3.79,1.77,27-08-2015
2015,8,28,30.63,23.16,87.94,1.17,2.88,1.67,28-08-2015
2015,8,29,28.35,23.01,91,1.84,2.98,1.18,29-08-2015
2015,8,30,28.58,23.81,92.19,4.37,2.44,1.11,30-08-2015
2015,8,31,27.73,23.64,92.12,7.09,6.32,1.14,31-08-2015
2015,9,1,29.32,23.08,85.69,2.4,5.12,2.32,01-09-2015
2015,9,2,29.49,22.02,85.19,0.51,5.89,1.9,02-09-2015
2015,9,3,29.78,22.11,80.19,0.01,2.87,0.82,03-09-2015
2015,9,4,29.93,22.74,80.62,0.37,2.55,1.14,04-09-2015
2015,9,5,29.89,22.21,83.75,0,4.17,1.46,05-09-2015
2015,9,6,30.32,21.67,82.19,0,5.26,1.96,06-09-2015
2015,9,7,29.69,20.97,82.56,0.02,4.91,2.09,07-09-2015
2015,9,8,29.26,21.33,84.38,0,6.49,2.4,08-09-2015
2015,9,9,29.34,21.22,82.94,0,6.3,2.07,09-09-2015
2015,9,10,29.93,21.43,80.75,0.25,3.55,0.8,10-09-2015
2015,9,11,29.37,23.47,84.38,6.24,2.98,0.42,11-09-2015
2015,9,12,27.57,22.25,89.81,1.47,3.9,1.8,12-09-2015
2015,9,13,30.02,21.99,83.44,0.16,2.64,0.91,13-09-2015
2015,9,14,29.51,22.59,86.75,0.12,3.11,1.42,14-09-2015
2015,9,15,28.41,22.85,89.44,2.02,6.34,1.69,15-09-2015
2015,9,16,26.81,23.44,93.31,6.2,7.11,3.85,16-09-2015
2015,9,17,28.27,23.19,90.94,4.02,7.02,4.02,17-09-2015
2015,9,18,30.06,22.26,86.38,0.32,4.4,2.26,18-09-2015
2015,9,19,28.72,22.83,88.19,2.6,3.2,1.46,19-09-2015
2015,9,20,29.26,22.9,89.19,10.27,2.82,0.26,20-09-2015
2015,9,21,28.45,22.56,90.06,21.11,3.57,2,21-09-2015
2015,9,22,27.98,22.65,91.25,12.75,5.12,1.77,22-09-2015
2015,9,23,28.49,22.25,88.06,5.97,6.49,2.05,23-09-2015
2015,9,24,28.71,20.37,84.62,0.02,6.03,2.49,24-09-2015
2015,9,25,27.89,20.16,84.5,0,5.79,2.27,25-09-2015
2015,9,26,28.88,18.46,77.06,0,3.48,0.83,26-09-2015
2015,9,27,28.14,20.35,74.19,0,2.23,0.82,27-09-2015
2015,9,28,29.05,19.58,70.38,0,1.96,0.42,28-09-2015
2015,9,29,29.19,20.65,71.19,0,1.48,0.4,29-09-2015
2015,9,30,29.87,21.52,72.19,0,0.94,0.16,30-09-2015
2015,10,1,30.12,21.91,78.81,0,1.66,0.43,01-10-2015
2015,10,2,29.4,22.62,83.88,0,3.32,1.46,02-10-2015
2015,10,3,29.7,20.69,79.12,0,4.15,1.62,03-10-2015
2015,10,4,29.68,19.23,68.12,0,3.17,1.57,04-10-2015
2015,10,5,28.8,18.32,63.69,0,3.08,1.1,05-10-2015
2015,10,6,28.96,19.74,72.44,0.03,3.07,1.23,06-10-2015
2015,10,7,28.99,21.2,74.56,0,2.66,0.8,07-10-2015
2015,10,8,28.78,19.78,75.81,0,4.18,1.22,08-10-2015
2015,10,9,29.19,17.97,72.81,0,3.85,2.4,09-10-2015
2015,10,10,29.94,17.01,63.75,0,3.41,1.56,10-10-2015
2015,10,11,30.03,18.57,71.88,0,3.11,1.12,11-10-2015
2015,10,12,29.15,18.58,78.06,0,2.73,1.21,12-10-2015
2015,10,13,28.44,20.1,75.06,5.82,1.52,0.2,13-10-2015
2015,10,14,27.76,18.45,81.44,3.86,3.13,0.79,14-10-2015
2015,10,15,27.43,19.34,84,0,2.43,0.23,15-10-2015
2015,10,16,28.3,19,81.19,0,2.14,0.23,16-10-2015
2015,10,17,28.34,19.22,69.62,0,2.34,0.25,17-10-2015
2015,10,18,28.93,18.01,65.88,0,2.41,0.23,18-10-2015
2015,10,19,29.15,18.77,68.31,0,3.02,0.38,19-10-2015
2015,10,20,29.25,18.37,68.19,0,2.67,0.74,20-10-2015
2015,10,21,29.19,19.83,66.25,0,3.54,0.24,21-10-2015
2015,10,22,29.41,17.98,66.38,0.48,4.16,0.7,22-10-2015
2015,10,23,28.25,17.46,70.19,0.72,4.39,1.63,23-10-2015
2015,10,24,28.3,15.3,56.19,0,3.92,0.21,24-10-2015
2015,10,25,28.51,16.29,46.5,0,2.88,0.45,25-10-2015
2015,10,26,28.36,18.08,45.06,0,3.16,0.27,26-10-2015
2015,10,27,27.4,17.04,57.81,0,2.56,0.85,27-10-2015
2015,10,28,28.39,16.28,67.81,0,2.28,0.32,28-10-2015
2015,10,29,26.74,17.05,73.06,2.46,4.05,0.8,29-10-2015
2015,10,30,23.98,14.85,85.62,26.76,2.82,0.91,30-10-2015
2015,10,31,25.8,14.95,82.62,0.1,3.02,1.45,31-10-2015
2015,11,1,26.01,15.74,86.12,0,4.94,1.87,01-11-2015
2015,11,2,26.76,17.21,83.12,0,3.09,1.05,02-11-2015
2015,11,3,26.84,16.55,76.56,0,2.47,0.76,03-11-2015
2015,11,4,27.12,16.95,68,0,2.28,0.91,04-11-2015
2015,11,5,27.4,17.81,60.5,0,3.98,1.05,05-11-2015
2015,11,6,28.15,15.49,63.94,0,3.47,0.9,06-11-2015
2015,11,7,27.51,17.73,64.38,0,3.4,0.71,07-11-2015
2015,11,8,26.74,15.96,60.75,0,3.86,0.49,08-11-2015
2015,11,9,27.21,17.04,56.06,0,4.88,0.11,09-11-2015
2015,11,10,26.94,16.06,58.62,0,4.08,0.77,10-11-2015
2015,11,11,27.44,15.09,60.88,0,4.06,1.44,11-11-2015
2015,11,12,27.19,14.55,65.06,0,3.61,2.19,12-11-2015
2015,11,13,27.08,12.98,63.06,0,4.87,2.19,13-11-2015
2015,11,14,26.98,13.38,63.12,0,3.52,2.23,14-11-2015
2015,11,15,27.55,14.56,62.81,0,3.39,1.45,15-11-2015
2015,11,16,27.29,13.9,60.12,0,3.78,1.88,16-11-2015
2015,11,17,28.18,14.92,56.19,0,2.94,1.25,17-11-2015
2015,11,18,28.11,14.16,64.56,0,2.95,1.26,18-11-2015
2015,11,19,26.22,13.91,66.81,0,3.06,1.41,19-11-2015
2015,11,20,26.81,15.15,62.62,0,2.8,0.58,20-11-2015
2015,11,21,26.9,15.87,57.31,0,2.35,0.48,21-11-2015
2015,11,22,26.62,16.04,56.62,0,2.43,0.12,22-11-2015
2015,11,23,26.83,14.96,57.44,0,1.91,0.5,23-11-2015
2015,11,24,26.86,15.84,61.06,0,3.01,0.49,24-11-2015
2015,11,25,26.63,14.58,59.19,0,3.03,0.84,25-11-2015
2015,11,26,27.15,14.72,53,0,2.7,0.34,26-11-2015
2015,11,27,27.14,13.23,47.75,0,3.02,1.27,27-11-2015
2015,11,28,28.46,15.8,55.19,0,2.77,0.91,28-11-2015
2015,11,29,28.8,14.44,69.12,0,3.18,0.5,29-11-2015
2015,11,30,28.42,16.5,68.88,0,4.12,1.78,30-11-2015
2015,12,1,28.83,16.4,68,0,3.99,2.12,01-12-2015
2015,12,2,27.24,16.05,67.44,4.95,3.88,0.95,02-12-2015
2015,12,3,26.19,16.55,67.25,1.53,3.05,0.34,03-12-2015
2015,12,4,26.12,15.06,69.12,0,1.94,0.17,04-12-2015
2015,12,5,26.29,13.37,68.75,0,2.88,0.68,05-12-2015
2015,12,6,25.55,13.32,65.81,0,3.46,0.51,06-12-2015
2015,12,7,24.27,12.29,62.62,0,3.91,1.07,07-12-2015
2015,12,8,25.04,11.81,56.88,0,3.61,1.47,08-12-2015
2015,12,9,26.44,11.92,49.25,0,3.04,0.99,09-12-2015
2015,12,10,26.69,13.39,45.25,0,3.7,0.41,10-12-2015
2015,12,11,27.55,15.14,49.38,0,2.93,0.16,11-12-2015
2015,12,12,27.05,13.55,61.19,0,4.48,1.63,12-12-2015
2015,12,13,25.82,12.23,59.5,0.06,2.32,0.52,13-12-2015
2015,12,14,25.45,12.99,64.19,0.1,3.8,0.58,14-12-2015
2015,12,15,24.37,9.6,47.19,0,3.76,1.58,15-12-2015
2015,12,16,24.48,9.1,40.62,0,2.63,0.76,16-12-2015
2015,12,17,25.03,9.08,62.94,0.35,2.92,0.63,17-12-2015
2015,12,18,22.19,8.69,62.75,0.15,6.46,1.25,18-12-2015
2015,12,19,23.6,7.11,39.56,0,2.81,0.28,19-12-2015
2015,12,20,24.19,8.66,42.75,0,3.01,0.47,20-12-2015
2015,12,21,21.73,10.2,66.94,0.06,2.62,0.45,21-12-2015
2015,12,22,23.41,13.01,79,0.19,2.48,0.73,22-12-2015
2015,12,23,23.33,12.85,81.44,0.28,2.86,0.77,23-12-2015
2015,12,24,22.57,11.26,71.12,0.14,2.94,1.05,24-12-2015
2015,12,25,20.77,7.73,46.25,0,4.2,2.16,25-12-2015
2015,12,26,22.74,5.98,40.94,0,3.51,2.29,26-12-2015
2015,12,27,24.88,7.8,37.88,0,5.02,1.73,27-12-2015
2015,12,28,25.02,8.3,42.75,0,6.19,2.96,28-12-2015
2015,12,29,25.95,10.08,47.38,0,5.56,2.75,29-12-2015
2015,12,30,24.94,10.24,43.06,0,4.41,0.36,30-12-2015
2015,12,31,26.56,13.31,36.38,0,4.53,0.35,31-12-2015
2016,1,1,27.05,12.19,38.44,0,3.11,0.11,01-01-2016
2016,1,2,26.37,12.66,38.94,0,2.73,0.74,02-01-2016
2016,1,3,24.5,10.34,41,0,3.43,1.45,03-01-2016
2016,1,4,24.64,10.08,35.31,0,3.25,0.1,04-01-2016
2016,1,5,25.52,11.95,36.19,0,3.97,0.51,05-01-2016
2016,1,6,26.48,11.57,39.56,0,4.36,0.19,06-01-2016
2016,1,7,26.4,12.45,41.31,0,2.2,0.6,07-01-2016
2016,1,8,26.47,11.76,45,0,5.21,1.19,08-01-2016
2016,1,9,25.58,11.24,48.19,0,6.17,2.66,09-01-2016
2016,1,10,25.08,9.94,39.06,0,3.23,1.53,10-01-2016
2016,1,11,24.61,10.37,34.38,0,4.05,1.2,11-01-2016
2016,1,12,25,11.58,37.81,0,4.75,0.34,12-01-2016
2016,1,13,24.62,10.78,38.19,0,4.91,0.63,13-01-2016
2016,1,14,26.55,11.3,39.94,0,3.91,0.43,14-01-2016
2016,1,15,25.52,10.94,47.56,0,4.95,1.35,15-01-2016
2016,1,16,26.24,12.15,48.25,0.08,4.05,1.74,16-01-2016
2016,1,17,25.54,11.65,48.31,0.06,2.45,0.88,17-01-2016
2016,1,18,24.1,13.15,56.5,0.89,3.27,0.98,18-01-2016
2016,1,19,23.66,11.83,70.31,10.63,6.16,1.46,19-01-2016
2016,1,20,20.83,11.11,78.94,2.24,4.94,0.12,20-01-2016
2016,1,21,19.61,6.73,60.5,0,5.77,2.64,21-01-2016
2016,1,22,20.65,5.4,50.88,0,4.66,2.31,22-01-2016
2016,1,23,22.44,4.06,38.94,0,3.77,2.24,23-01-2016
2016,1,24,23.33,8.01,34.19,0,3.48,1.07,24-01-2016
2016,1,25,23.77,9.42,34.5,0,3.05,0.29,25-01-2016
2016,1,26,24.87,8.28,37.94,0,2.46,1.07,26-01-2016
2016,1,27,26.33,8.85,43.31,0,3.96,1.22,27-01-2016
2016,1,28,26.11,11.45,42,0,5.08,0.85,28-01-2016
2016,1,29,26.94,12.89,39,0,4,0.7,29-01-2016
2016,1,30,27.99,12.34,41.94,0,5.45,1.3,30-01-2016
2016,1,31,28.9,12.58,44,0,5.39,2.26,31-01-2016
2016,2,1,27.8,12.36,49.25,0,4.33,2.23,01-02-2016
2016,2,2,28.73,14.31,45.94,0,3.25,0.55,02-02-2016
2016,2,3,27.48,11.49,45,0,4.23,1.81,03-02-2016
2016,2,4,27.08,10.79,35.81,0,2.8,0.45,04-02-2016
2016,2,5,28.02,12.11,30.69,0,3.13,0.45,05-02-2016
2016,2,6,28.94,10.69,32.31,0,3.02,0.93,06-02-2016
2016,2,7,29.85,13.47,50.12,0,4.24,1.51,07-02-2016
2016,2,8,28.49,14.13,50.62,0.32,5.95,2.87,08-02-2016
2016,2,9,27.41,10.71,45.69,0,4.02,0.73,09-02-2016
2016,2,10,28.08,12.73,30,0,4.07,0.05,10-02-2016
2016,2,11,29.71,12.94,36.62,0.03,4.55,1.12,11-02-2016
2016,2,12,29.82,14.56,40.88,0,3.09,1.5,12-02-2016
2016,2,13,30.08,13.98,35.19,0.04,3.23,0.53,13-02-2016
2016,2,14,29.91,15.34,53.81,0.34,3.2,0.41,14-02-2016
2016,2,15,29.44,15.95,53.94,0,2.87,1.7,15-02-2016
2016,2,16,30.86,16.39,56.62,4.9,4.88,1.76,16-02-2016
2016,2,17,31.65,16.11,49,0,3.52,1.15,17-02-2016
2016,2,18,31.62,17.69,42.31,0,4.95,1.38,18-02-2016
2016,2,19,34.05,18.58,35.31,0,5.48,1.73,19-02-2016
2016,2,20,34.15,18.4,34.06,0,5.09,1.81,20-02-2016
2016,2,21,32.37,17.07,41.75,0,5.53,2.84,21-02-2016
2016,2,22,32.24,16.7,29,0,6.85,2.8,22-02-2016
2016,2,23,31.99,14.45,18.38,0,4.98,1.68,23-02-2016
2016,2,24,31.58,15.47,19.25,0.05,4.27,0.42,24-02-2016
2016,2,25,31.75,13.4,24.44,0.13,3.36,0.08,25-02-2016
2016,2,26,27.56,18.09,72.88,4.02,3.94,2.16,26-02-2016
2016,2,27,29.49,17.13,63.5,0.22,3.85,0.26,27-02-2016
2016,2,28,31.21,16.58,52.38,0,2.27,0.73,28-02-2016
2016,2,29,31.47,16.87,47.25,0,3.27,0.91,29-02-2016
2016,3,1,31.84,16.49,31.38,0,3.12,1.59,01-03-2016
2016,3,2,32.42,16.25,24.69,0,4.52,1.88,02-03-2016
2016,3,3,33.23,16.19,20.75,0,4.95,1.48,03-03-2016
2016,3,4,34.6,20.91,21.31,0,4.67,0.25,04-03-2016
2016,3,5,35,18.34,26.81,0,2.78,0.95,05-03-2016
2016,3,6,33.13,19.02,30.69,0.54,3.38,0.9,06-03-2016
2016,3,7,32.73,16.54,40.81,2.73,7.18,1.07,07-03-2016
2016,3,8,31.55,19.62,49.44,3.2,6,0.55,08-03-2016
2016,3,9,32.04,18.18,50.38,1.13,5.21,2.05,09-03-2016
2016,3,10,31.48,20.09,45.19,0,2.09,1.12,10-03-2016
2016,3,11,33.8,19.23,36.06,0,6.06,1.88,11-03-2016
2016,3,12,35.32,20.55,32.25,0,4.14,2.04,12-03-2016
2016,3,13,32.31,18.08,49.62,8.05,7.12,1.33,13-03-2016
2016,3,14,29.41,16.55,64.5,4.85,5.4,0.95,14-03-2016
2016,3,15,29.65,16.52,63.69,3.56,4.13,1.01,15-03-2016
2016,3,16,30.65,15.73,45.88,0,5.72,2.59,16-03-2016
2016,3,17,32.26,15.25,36.19,0,3.01,1.37,17-03-2016
2016,3,18,33.87,16.94,34.88,0.12,4.25,1.24,18-03-2016
2016,3,19,34.3,19.88,44.56,2.01,2.7,1.41,19-03-2016
2016,3,20,34.4,18.62,39.25,0.03,3.96,1.9,20-03-2016
2016,3,21,34.81,19.16,34,0,4.88,2.05,21-03-2016
2016,3,22,34.52,16.89,28.5,0,5.18,2.96,22-03-2016
2016,3,23,35.01,15.48,19.25,0,4.46,1.55,23-03-2016
2016,3,24,35.55,20.05,14.38,0,2.8,0.54,24-03-2016
2016,3,25,37.09,17.88,24.94,0,2.95,1.05,25-03-2016
2016,3,26,37.31,20.16,22.5,0,3.91,1.52,26-03-2016
2016,3,27,38.56,23.11,18.5,0,3.28,0.57,27-03-2016
2016,3,28,35.65,20.26,31.12,0.06,6.69,1.3,28-03-2016
2016,3,29,35.83,20.37,28.44,0,4.46,0.34,29-03-2016
2016,3,30,37.11,21.76,23.44,0,2.62,0.48,30-03-2016
2016,3,31,35.42,20.53,23.56,0.24,4.56,0.7,31-03-2016
2016,4,1,38.1,21.8,19.12,0.01,5,0.59,01-04-2016
2016,4,2,38.24,19.3,39.44,0,5.31,1.43,02-04-2016
2016,4,3,39.17,21.09,36.25,0,6.01,0.41,03-04-2016
2016,4,4,39.48,24.06,27.5,0,4.71,0.7,04-04-2016
2016,4,5,40.04,25.77,23.31,0.17,5.68,0.27,05-04-2016
2016,4,6,35.89,25.23,24.81,0,6.49,2.04,06-04-2016
2016,4,7,40.05,23.13,28.44,0.15,3.99,0.27,07-04-2016
2016,4,8,39.15,23.32,29.69,0.35,3.88,1.13,08-04-2016
2016,4,9,40.63,25.11,25,0.33,7.19,2.77,09-04-2016
2016,4,10,41.08,24.02,20.88,0,5.52,1.81,10-04-2016
2016,4,11,40.92,26.52,19.06,0,7.73,2.69,11-04-2016
2016,4,12,39.64,24.88,20.06,0,6.99,3.47,12-04-2016
2016,4,13,39.63,23.15,18.94,0,6.73,3.16,13-04-2016
2016,4,14,40.26,21.95,15,0,4.83,2.66,14-04-2016
2016,4,15,41.26,23.25,16.19,0,4.93,2.28,15-04-2016
2016,4,16,42.5,25.9,16.19,0,6.18,1.7,16-04-2016
2016,4,17,42.31,26.76,15.62,0,5.11,0.83,17-04-2016
2016,4,18,41.06,25.46,26.06,0,4.11,0.7,18-04-2016
2016,4,19,41.68,25.32,17.38,0,6.1,0.45,19-04-2016
2016,4,20,41.61,25.16,15.75,0,6.62,2.53,20-04-2016
2016,4,21,42.28,26.18,17.69,0,7.52,3.22,21-04-2016
2016,4,22,42.77,24.93,14.56,0,6.09,2.64,22-04-2016
2016,4,23,42.58,25.12,11.81,0,7.18,3.56,23-04-2016
2016,4,24,40.67,24.31,14.38,0,5.96,3.05,24-04-2016
2016,4,25,41.12,23.26,10.31,0,3.96,1.14,25-04-2016
2016,4,26,41.33,23.57,15.5,0,3.78,2.11,26-04-2016
2016,4,27,41.44,25.76,22.94,0,4.07,1.13,27-04-2016
2016,4,28,40.94,27.89,16.94,0,6.4,0.62,28-04-2016
2016,4,29,41.12,25.42,16.44,0,3.42,0.34,29-04-2016
2016,4,30,40.42,26.87,17.31,0.16,3.19,0.94,30-04-2016
2016,5,1,41.62,25.15,19.88,0,7.48,2.12,01-05-2016
2016,5,2,41.87,24.47,11.25,0,4.81,1.26,02-05-2016
2016,5,3,40.78,23.05,28.94,0.29,5.3,2.36,03-05-2016
2016,5,4,38.09,25.63,28.81,1.01,3.22,0.96,04-05-2016
2016,5,5,38.33,22.88,36.81,0.19,4.55,0.57,05-05-2016
2016,5,6,38.16,25.21,26.75,0.04,7.84,0.21,06-05-2016
2016,5,7,37.52,25.05,26.56,0.01,3.95,0.29,07-05-2016
2016,5,8,38.87,25.17,28.06,0.13,2.96,0.77,08-05-2016
2016,5,9,39.05,24.73,36.12,0.51,5.21,0.28,09-05-2016
2016,5,10,39.75,24.73,44,12.65,5.12,0.19,10-05-2016
2016,5,11,34.73,24.02,55.75,7.93,3.45,0.67,11-05-2016
2016,5,12,38.98,24.89,47.12,0.29,6.95,0.93,12-05-2016
2016,5,13,39.94,24.44,46.38,0.73,6.02,0.46,13-05-2016
2016,5,14,40.89,25.44,39.44,0.06,3.13,0.73,14-05-2016
2016,5,15,41.45,25.94,44.88,0.72,7.64,0.72,15-05-2016
2016,5,16,40.25,26.08,48.31,3.47,7.78,1.39,16-05-2016
2016,5,17,38.64,24.9,55.25,5.31,7.46,3.3,17-05-2016
2016,5,18,39.01,24.01,51.81,0,7.7,2.59,18-05-2016
2016,5,19,38.25,23.65,52.5,0,7.54,2.52,19-05-2016
2016,5,20,36.21,24.63,56.44,0.03,6.14,3.31,20-05-2016
2016,5,21,38.88,22.59,48.12,0.72,4.25,0.48,21-05-2016
2016,5,22,41.65,25.41,36.5,0,6.42,1.38,22-05-2016
2016,5,23,41.28,25.08,42.94,2.08,4.01,1.05,23-05-2016
2016,5,24,38.98,25.92,45.75,3.78,5.21,0.57,24-05-2016
2016,5,25,40.63,26.52,32.5,0.75,7.63,0.91,25-05-2016
2016,5,26,38.02,24.98,37.56,2.75,6.12,0.92,26-05-2016
2016,5,27,38.16,27,40.56,1.33,4.19,0.53,27-05-2016
2016,5,28,38.31,26.66,47.56,12.8,5.48,0.8,28-05-2016
2016,5,29,36.48,22.88,51.31,1.73,4.05,0.29,29-05-2016
2016,5,30,38.13,23.98,47.19,0.59,2.88,0.37,30-05-2016
2016,5,31,37.89,24.29,49.38,4.1,4.65,1.75,31-05-2016
2016,6,1,38.83,24.3,51.31,2.79,3.35,1.66,01-06-2016
2016,6,2,37.61,23.81,55.38,6.43,3.52,0.57,02-06-2016
2016,6,3,37.02,24.45,55.25,0.36,5.37,0.43,03-06-2016
2016,6,4,36.32,24.71,57.25,0.06,4.95,2.68,04-06-2016
