YEAR,MO,DY,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,DATE
2020,8,5,28.37,23.73,92.06,34.06,9.12,3.36,05-08-2020
2020,8,6,28.68,23.12,90.25,11.3,5.43,1.99,06-08-2020
2020,8,7,29.62,23.05,87.69,23.14,3.2,1.2,07-08-2020
2020,8,8,29.37,23.4,88.44,12.72,4.83,1.66,08-08-2020
2020,8,9,28.76,23.74,90,4.54,4.09,1.57,09-08-2020
2020,8,10,29.8,24.25,89.19,4.61,4.54,2.91,10-08-2020
2020,8,11,28.9,23.71,91,6.59,3.73,1.53,11-08-2020
2020,8,12,28.48,23.87,89.12,12.75,3.97,0.09,12-08-2020
2020,8,13,29.91,23.08,88.06,7.72,3.05,0.98,13-08-2020
2020,8,14,29.59,24.01,89.06,8.16,4.77,1.65,14-08-2020
2020,8,15,29.12,23.44,90.25,15.51,5.95,3.53,15-08-2020
2020,8,16,29.73,23.39,91.06,20.26,5.59,2.59,16-08-2020
2020,8,17,30.02,24.19,90.38,7.46,5.38,2.95,17-08-2020
2020,8,18,28.9,23.56,90.44,25.03,3.05,1.67,18-08-2020
2020,8,19,29.92,23.24,90.62,18.95,5.36,1.23,19-08-2020
2020,8,20,25.69,22.65,95.5,43.67,11.4,4.15,20-08-2020
2020,8,21,27.15,23.34,93.25,10.62,7.59,3.63,21-08-2020
2020,8,22,26.96,22.69,93.25,3.53,4.77,1.94,22-08-2020
2020,8,23,26.82,22.62,92.12,13.7,3.51,1.05,23-08-2020
2020,8,24,28.94,22.32,89.81,7.16,3.95,1.85,24-08-2020
2020,8,25,27.96,22.33,91.81,13.73,5.76,1.82,25-08-2020
2020,8,26,26.38,23.74,94.38,25.92,9.59,2.88,26-08-2020
2020,8,27,27.6,23.02,93.25,14.55,9.98,6.92,27-08-2020
2020,8,28,26.97,21.12,92.44,6.18,9.62,5.98,28-08-2020
2020,8,29,28.89,22.01,90.25,0.03,6.13,3.27,29-08-2020
2020,8,30,29.03,21.76,87.69,0,4.42,1.9,30-08-2020
2020,8,31,29.53,23.35,89.38,0.25,4.12,1.75,31-08-2020
2020,9,1,27.46,23.06,92.25,11.72,4.34,1.88,01-09-2020
2020,9,2,27.8,22.12,90.19,5.3,5.23,1.88,02-09-2020
2020,9,3,29.01,21.25,88.31,0.52,3.7,1.86,03-09-2020
2020,9,4,30.25,22.1,86.75,2.31,3.27,0.52,04-09-2020
2020,9,5,30.59,23.15,87.69,0.97,2.81,1.1,05-09-2020
2020,9,6,28.5,23.65,89.31,15.49,2.95,0.36,06-09-2020
2020,9,7,28.93,23.35,87.38,12.01,2.81,0.21,07-09-2020
2020,9,8,28.48,23.31,87.94,8.61,3.56,0.23,08-09-2020
2020,9,9,28.47,22.68,87.31,0.62,2.14,0.6,09-09-2020
2020,9,10,27.73,23.19,89.38,6.87,2.82,0.2,10-09-2020
2020,9,11,28,23.33,90.19,3.43,3.15,0.47,11-09-2020
2020,9,12,28.71,23.37,90,4.72,2.4,1.12,12-09-2020
2020,9,13,28.35,23.11,89.38,3.01,4.23,1.93,13-09-2020
2020,9,14,29.32,22.13,86.94,0.23,3.82,1.68,14-09-2020
2020,9,15,28.8,23.26,88.81,3.35,3.84,1.42,15-09-2020
2020,9,16,29.58,23.07,88.06,0.82,3.26,1.8,16-09-2020
2020,9,17,29.42,23.3,87.88,10.07,3.39,1.27,17-09-2020
2020,9,18,28.62,23.24,88.88,8.15,2.79,1.51,18-09-2020
2020,9,19,29.32,22.49,89.62,4.33,3.09,1.45,19-09-2020
2020,9,20,29.99,24.3,87,2.54,4.09,0.73,20-09-2020
2020,9,21,26.69,23.62,93.31,31.2,6.03,1.62,21-09-2020
2020,9,22,27.83,23.33,93.44,136.29,7.63,5.28,22-09-2020
2020,9,23,27.7,23.27,93.31,37.72,5.97,3.16,23-09-2020
2020,9,24,27.47,23.89,92.94,14.27,5.21,2.43,24-09-2020
2020,9,25,27.32,22.11,91.75,2.43,5.27,1.8,25-09-2020
2020,9,26,27.62,20.99,86.5,3.44,4.58,1.7,26-09-2020
2020,9,27,26.59,20.05,83.25,0.03,3.89,1.59,27-09-2020
2020,9,28,27.62,18.87,89.12,0.01,3.77,1.5,28-09-2020
2020,9,29,28.28,20.55,89.56,0.41,3.38,1.59,29-09-2020
2020,9,30,27.52,20.9,88.44,1.92,2.71,1.3,30-09-2020
2020,10,1,26.84,21.15,90.44,2.65,3.32,1.22,01-10-2020
2020,10,2,26.02,21.58,92.94,1.9,3.3,1.34,02-10-2020
2020,10,3,27.36,21.95,90.31,7.09,2.73,1.47,03-10-2020
2020,10,4,27.9,21.5,89.44,3.09,2.62,1.11,04-10-2020
2020,10,5,27.06,22.34,91.19,7.88,2.73,1.15,05-10-2020
2020,10,6,26.88,21.9,90.62,12.78,2.96,1.38,06-10-2020
2020,10,7,26.9,22.01,89.88,10.32,2.52,0.45,07-10-2020
2020,10,8,28.67,21.76,88.81,3.76,2.4,0.2,08-10-2020
2020,10,9,27.86,21.54,92.12,34.74,3.66,1.34,09-10-2020
2020,10,10,26.81,22.37,93.25,27.52,2.78,0.9,10-10-2020
2020,10,11,28.37,21.84,88.75,0.5,3.01,0.85,11-10-2020
2020,10,12,28.83,22.15,87.94,5.51,2.02,0.91,12-10-2020
2020,10,13,28.82,21.04,88.38,1.06,3.7,1.76,13-10-2020
2020,10,14,28.04,21.27,89.75,0.13,4.24,1.77,14-10-2020
2020,10,15,28.18,21.78,90.25,0.11,3.53,1.74,15-10-2020
2020,10,16,28.45,21.45,89.75,0,3.67,1.66,16-10-2020
2020,10,17,28.99,21.15,85.19,0.01,2.75,0.23,17-10-2020
2020,10,18,29.09,21.53,82.94,0.02,2.62,0.85,18-10-2020
2020,10,19,28.36,20.61,76.5,0.03,2.12,0.04,19-10-2020
2020,10,20,28.64,20.56,76.81,0.01,2.2,0.14,20-10-2020
2020,10,21,28.25,20.27,81.69,0,2.88,0.5,21-10-2020
2020,10,22,27.62,20.19,88.12,1.06,4.16,1.17,22-10-2020
2020,10,23,26.26,20.43,90.06,0.82,5.06,1.62,23-10-2020
2020,10,24,27.18,18.62,81,0.18,4.58,2.02,24-10-2020
2020,10,25,27.32,16.1,70,0,3.17,1.72,25-10-2020
2020,10,26,26.51,15.83,77.62,0,4.23,2.38,26-10-2020
2020,10,27,26.65,15.83,79.75,0,3.14,2.42,27-10-2020
2020,10,28,26.08,15.32,72,0,3.6,2.04,28-10-2020
2020,10,29,25.77,14.59,72.62,0,2.82,2.05,29-10-2020
2020,10,30,25.55,15.34,77.38,0,3.47,2.28,30-10-2020
2020,10,31,26.37,16.4,76.5,0,4.19,1.74,31-10-2020
2020,11,1,25.85,15.81,73.5,0,3.86,1.59,01-11-2020
2020,11,2,26.69,15.07,72.38,0,3.16,1.62,02-11-2020
2020,11,3,26.8,15.55,62,0,2.67,1.72,03-11-2020
2020,11,4,25.8,14.93,58.75,0,3.05,1.37,04-11-2020
2020,11,5,26.26,16.29,51.38,0,1.45,0.95,05-11-2020
2020,11,6,25.31,15.94,54.56,0,1.9,0.18,06-11-2020
2020,11,7,24.8,14.21,64.31,0,2.66,0.88,07-11-2020
2020,11,8,24.16,12.61,74.44,0,2.85,1.55,08-11-2020
2020,11,9,24.05,11.89,76.44,0,2.62,1.6,09-11-2020
2020,11,10,24.26,13.31,78.75,0,2.91,1.12,10-11-2020
2020,11,11,24.88,14.78,82.06,0,3.44,0.92,11-11-2020
2020,11,12,25.3,15.97,78.25,0,2.86,1.16,12-11-2020
2020,11,13,24.91,16.95,80.5,0,3.65,0.7,13-11-2020
2020,11,14,25.94,16.69,79.62,0,3.38,0.55,14-11-2020
2020,11,15,26.28,16.23,78.31,0,2.38,0.16,15-11-2020
2020,11,16,26.17,15.51,79.75,0,3.15,0.59,16-11-2020
2020,11,17,25.08,15.08,85.88,0,3.77,0.13,17-11-2020
2020,11,18,25.41,16.53,80.19,1.6,2.45,0.06,18-11-2020
2020,11,19,25.32,14.76,84.12,1.66,3.03,0.43,19-11-2020
2020,11,20,24.94,16.94,89,3.36,4.13,0.66,20-11-2020
2020,11,21,22.73,11.81,83,0.18,4.25,2.07,21-11-2020
2020,11,22,21.9,9.61,65.81,0,2.7,0.62,22-11-2020
2020,11,23,21.83,10.35,59.81,0,2.02,0.09,23-11-2020
2020,11,24,22.23,11.4,58.88,0,1.38,0.22,24-11-2020
2020,11,25,22.77,11.24,62.19,0,1.83,0.55,25-11-2020
2020,11,26,20.95,11.95,67.94,0.12,1.74,1.02,26-11-2020
2020,11,27,21.59,12.4,78.06,1.15,4.13,1.66,27-11-2020
2020,11,28,23.01,11.51,75.38,0,4.78,1.52,28-11-2020
2020,11,29,23.48,11.87,67.12,0,2.45,1.09,29-11-2020
2020,11,30,22.8,12.21,70.12,0,2.44,1.1,30-11-2020
2020,12,1,22.83,11.05,70.12,0,2.04,1.13,01-12-2020
2020,12,2,22.71,11.26,68.5,0,3.01,1.95,02-12-2020
2020,12,3,23.12,10.49,66.06,0,2.87,1.28,03-12-2020
2020,12,4,23.56,11.51,63.62,0,2.71,0.84,04-12-2020
2020,12,5,23.82,10.8,63.88,0,2.68,1.08,05-12-2020
2020,12,6,24.52,12.73,58.5,0,2.16,0.41,06-12-2020
2020,12,7,24.66,11.74,66.88,0,4.32,1.52,07-12-2020
2020,12,8,23.5,11.95,71.88,0,3.88,1.62,08-12-2020
2020,12,9,24.22,10.83,69.19,0,3.45,2.04,09-12-2020
2020,12,10,23.63,10.9,68.38,0,4.31,1.65,10-12-2020
2020,12,11,23.48,11.67,68.56,0,3.08,1.88,11-12-2020
2020,12,12,23.93,11.51,68.94,0,3.24,2.02,12-12-2020
2020,12,13,23.29,12.46,80.75,0,3.86,2.23,13-12-2020
2020,12,14,22.76,12.69,84.62,0,3.17,0.9,14-12-2020
2020,12,15,23.52,13.73,80.94,0.64,1.06,0.07,15-12-2020
2020,12,16,23.23,13.85,87.56,0.34,3.74,1.31,16-12-2020
2020,12,17,21.98,11.65,85.75,0,3.67,2.32,17-12-2020
2020,12,18,21.12,8.3,73.62,0,3.8,2.46,18-12-2020
2020,12,19,19.19,5.37,58.31,0,3.79,2.18,19-12-2020
2020,12,20,19.35,4.51,58.75,0,4.6,2.96,20-12-2020
2020,12,21,18.98,4.32,61.44,0,3.82,2.6,21-12-2020
2020,12,22,20.95,5.45,62.19,0,3.47,1.72,22-12-2020
2020,12,23,21.76,8.05,62,0,2.84,1.21,23-12-2020
2020,12,24,22.12,9.95,57.56,0,2.38,0.77,24-12-2020
2020,12,25,21.26,7.54,65.19,0,3.61,2.49,25-12-2020
2020,12,26,20.99,6.36,61.75,0,3.66,2.54,26-12-2020
2020,12,27,21.96,7.11,52.94,0,2.73,0.78,27-12-2020
2020,12,28,23.33,8.96,58.5,0,3.41,1.2,28-12-2020
2020,12,29,22.24,9.15,71.62,0,3.14,1.6,29-12-2020
2020,12,30,21.08,8.66,73.81,0,3.46,1.64,30-12-2020
2020,12,31,21.43,7.02,64.19,0,3.46,1.98,31-12-2020
2021,1,1,22.39,8.3,72.06,0,2.56,1.35,01-01-2021
2021,1,2,23.2,10.62,72.31,0,2.8,1.55,02-01-2021
2021,1,3,25.55,12.11,59.12,0,2.53,0.94,03-01-2021
2021,1,4,26.29,13.26,59.56,0,2.39,0.23,04-01-2021
2021,1,5,25.62,12.2,66.56,0,3.12,0.37,05-01-2021
2021,1,6,26.44,15.07,59.38,0,1.84,0.11,06-01-2021
2021,1,7,26.43,14.65,64.25,0,2.75,1.5,07-01-2021
2021,1,8,24.79,13.83,65.44,0,3.12,0.77,08-01-2021
2021,1,9,27.26,15.33,63.88,0,2.08,0.86,09-01-2021
2021,1,10,26.47,15.05,74.56,0,4.14,2.19,10-01-2021
2021,1,11,24.43,13.09,77.5,0,5.02,2.32,11-01-2021
2021,1,12,23.76,10.43,74.31,0,3.84,1.2,12-01-2021
2021,1,13,23.13,8.33,56.25,0,3.81,0.57,13-01-2021
2021,1,14,20.59,5.69,51.06,0,4.13,1.8,14-01-2021
2021,1,15,21.77,7.61,45.5,0,3.68,1.06,15-01-2021
2021,1,16,21.6,6.2,46.25,0,3.77,1.3,16-01-2021
2021,1,17,22.68,7.51,47.62,0,2.51,0.7,17-01-2021
2021,1,18,23.83,7.28,54.75,0,3.12,0.34,18-01-2021
2021,1,19,24.64,8.19,61.31,0,4.52,0.46,19-01-2021
2021,1,20,23.27,10.47,70,0,6.27,0.98,20-01-2021
2021,1,21,23.49,7.6,51.5,0,6.12,2.64,21-01-2021
2021,1,22,22.79,7.8,44.88,0,4.64,0.8,22-01-2021
2021,1,23,24.54,8.19,42.38,0,3.02,0.11,23-01-2021
2021,1,24,26.13,10.9,44.88,0,2.62,0.98,24-01-2021
2021,1,25,24.28,11.07,62.75,0,3,0.44,25-01-2021
2021,1,26,24.01,10.57,62,0,2.95,0.5,26-01-2021
2021,1,27,23.77,8.17,58.06,0,3.59,1.54,27-01-2021
2021,1,28,24.26,9.71,49.94,0.07,3.74,0.33,28-01-2021
2021,1,29,23.51,10.22,58.19,1.35,3.46,1.16,29-01-2021
2021,1,30,21.77,5.94,45.75,0.01,4.91,2.79,30-01-2021
2021,1,31,21.99,4.79,42.62,0,3.91,2.25,31-01-2021
2021,2,1,23.15,7.24,40.5,0,4.88,1.59,01-02-2021
2021,2,2,24.4,7.87,42.12,0,4.67,1.84,02-02-2021
2021,2,3,25.51,11.11,39.06,0,4.82,0.81,03-02-2021
2021,2,4,26.44,11.97,39.5,0,3.37,0.69,04-02-2021
2021,2,5,26.86,11.83,42.81,0,2.45,0.12,05-02-2021
2021,2,6,23.95,9.02,60.12,0.78,3.91,1.32,06-02-2021
2021,2,7,23.46,8.33,56.06,0.01,4.77,1.59,07-02-2021
2021,2,8,24.23,7.59,45.06,0,4.06,2.12,08-02-2021
2021,2,9,26.82,10.57,40.56,0,2.8,0.88,09-02-2021
2021,2,10,27.9,12.48,41.5,0,3.09,1.09,10-02-2021
2021,2,11,26.97,10.92,42.88,0,3.91,0.91,11-02-2021
2021,2,12,27.97,10.95,42.94,0,3.09,0.77,12-02-2021
2021,2,13,27.73,14.67,39.88,0,3.02,0.19,13-02-2021
2021,2,14,27.74,13.98,41.12,0,4.27,0.91,14-02-2021
2021,2,15,27.73,12.83,41.06,0,5.49,0.95,15-02-2021
2021,2,16,29.25,13.61,40.94,0.36,3.54,0.52,16-02-2021
2021,2,17,26.9,13.77,50.56,2.38,2.71,0.38,17-02-2021
2021,2,18,26.29,13.37,54.25,0.01,2.61,0.85,18-02-2021
2021,2,19,26.57,15.51,49.81,0.83,3.64,0.94,19-02-2021
2021,2,20,26.88,13.75,46.31,0.33,3.2,1,20-02-2021
2021,2,21,28.43,13.69,38.38,0,3.98,1.45,21-02-2021
2021,2,22,28.91,14.37,36.5,0,4.2,1.37,22-02-2021
2021,2,23,29.07,12.48,37.38,0,4.82,2.12,23-02-2021
2021,2,24,30.69,13.98,36.5,0,4.27,1.35,24-02-2021
2021,2,25,31.73,13.33,36.44,0,6.15,3.06,25-02-2021
2021,2,26,32.16,14.01,34.94,0,5.31,3.22,26-02-2021
2021,2,27,31.71,13.53,34.44,0,6.78,2.23,27-02-2021
2021,2,28,32.96,16.67,33.38,0,4.08,0.57,28-02-2021
2021,3,1,32.51,16.03,32.06,0,4.31,0.43,01-03-2021
2021,3,2,31.43,15.53,30.31,0,5.61,0.29,02-03-2021
2021,3,3,31.37,13.51,23.94,0,4.01,2.19,03-03-2021
2021,3,4,32.38,13.13,25,0,4.95,2.05,04-03-2021
2021,3,5,33.18,15.22,24.19,0,5.67,1.57,05-03-2021
2021,3,6,32.58,14.15,22.56,0,5.34,2.05,06-03-2021
2021,3,7,33.29,18.58,20.25,0,3.74,0.52,07-03-2021
2021,3,8,34.53,16.45,25.25,0,3.65,0.74,08-03-2021
2021,3,9,34.6,17.42,28.38,0,4.84,0.31,09-03-2021
2021,3,10,35.03,18.19,28.44,0.01,4.34,0.82,10-03-2021
2021,3,11,34.65,19.93,32.25,0.2,3.3,0.16,11-03-2021
2021,3,12,34.54,19.49,53.5,7.63,3.04,1.7,12-03-2021
2021,3,13,29.79,18.37,59.38,3.83,5.98,0.95,13-03-2021
2021,3,14,32.04,15.8,44.44,0,3.61,2.24,14-03-2021
2021,3,15,32.08,17.37,38.75,0,3.88,1.33,15-03-2021
2021,3,16,32.8,16.23,36.44,0,5.07,2.55,16-03-2021
2021,3,17,33.33,19.93,32.25,0,4.97,0.58,17-03-2021
2021,3,18,33.62,18.69,27.12,0,5.48,0.75,18-03-2021
2021,3,19,34.87,19.01,27.38,0,3.45,0.14,19-03-2021
2021,3,20,33.8,19.26,34.19,0.91,3.21,0.71,20-03-2021
2021,3,21,34.48,21.19,34.25,0.59,3.32,1.05,21-03-2021
2021,3,22,35.4,21.68,30,0.13,2.62,0.55,22-03-2021
2021,3,23,35.94,22.44,29.44,0.01,1.88,0.27,23-03-2021
2021,3,24,35.37,22.3,31.94,0,5.95,0.8,24-03-2021
2021,3,25,35.01,20.05,25.44,0,5.21,1.68,25-03-2021
2021,3,26,34.44,17.56,22.75,0,4.3,2.32,26-03-2021
2021,3,27,35.62,18.72,18.62,0,4.03,1.18,27-03-2021
2021,3,28,36.18,20.46,21.06,0,3.79,0.59,28-03-2021
2021,3,29,37.23,20.83,23.06,0,7.42,1.1,29-03-2021
2021,3,30,39.37,20.31,18.25,0,8.52,2.32,30-03-2021
2021,3,31,38.24,21.9,13.38,0,8.84,3.77,31-03-2021
2021,4,1,38.46,19.46,11.62,0,5.79,2.99,01-04-2021
2021,4,2,36.76,17.83,10.12,0,5.24,2.61,02-04-2021
2021,4,3,36.73,21.23,12.38,0,4.12,1.16,03-04-2021
2021,4,4,36.73,19.73,14.5,0,3.94,0.93,04-04-2021
2021,4,5,36.49,21.01,11.44,0,3.18,0.12,05-04-2021
2021,4,6,38.66,19.51,20,0,4.34,0.59,06-04-2021
2021,4,7,39.56,20.44,25.62,0,3.73,1.43,07-04-2021
2021,4,8,39.5,22.05,26,0.01,3.84,0.82,08-04-2021
2021,4,9,38.07,23.73,35.44,5.69,3.75,0.53,09-04-2021
2021,4,10,36.37,21.89,39.88,1.38,2.35,0.09,10-04-2021
2021,4,11,37.53,21.59,31.88,0,4.52,0.74,11-04-2021
2021,4,12,36.83,23.31,26.75,0.07,3.09,0.86,12-04-2021
2021,4,13,38.05,21.78,24.38,0,3.63,1.59,13-04-2021
2021,4,14,39.01,21.62,16.69,0,4.66,2.15,14-04-2021
2021,4,15,38.34,24.05,15.94,0,4.38,1.52,15-04-2021
2021,4,16,38.03,23.93,18.44,0,2.8,0.45,16-04-2021
2021,4,17,37.46,22.45,33.19,0.5,5.96,1.16,17-04-2021
2021,4,18,37.76,22.46,25.94,0.47,6.11,1.2,18-04-2021
2021,4,19,37.59,20.28,19.69,0.04,6.48,3,19-04-2021
2021,4,20,38.15,22.58,16.75,0.17,3.34,1.64,20-04-2021
2021,4,21,38.97,24.01,20,0.04,2.57,1.45,21-04-2021
2021,4,22,35.49,23.69,30.12,0.8,4.8,0.95,22-04-2021
2021,4,23,37.18,22.65,27.12,0.1,4.5,1.23,23-04-2021
2021,4,24,39.05,22.97,18.56,0,3.74,0.48,24-04-2021
2021,4,25,39.33,22.38,19.88,0,5.16,2.85,25-04-2021
2021,4,26,37.16,21.03,14.81,0,4.6,2.51,26-04-2021
2021,4,27,39.24,23.94,14.19,0,3.78,1.54,27-04-2021
2021,4,28,39.74,25.15,12.62,0,3.4,0.31,28-04-2021
2021,4,29,39.66,22.88,30.94,0.01,4.69,1.34,29-04-2021
2021,4,30,39.42,23.17,25.69,1.53,4.52,0.98,30-04-2021
2021,5,1,38.36,22.64,34.44,4.92,3.63,1.91,01-05-2021
2021,5,2,36.1,23.23,40.56,0,3.84,1.77,02-05-2021
2021,5,3,36.05,23.73,41.75,4.87,4.13,0.88,03-05-2021
2021,5,4,35.36,24.44,40.31,0.52,3.7,0.12,04-05-2021
2021,5,5,33.52,22.76,52.25,2.07,5.94,0.22,05-05-2021
2021,5,6,36.69,21.97,51.88,2.84,6.41,2.23,06-05-2021
2021,5,7,35.57,23.33,52.06,4.55,6.64,1.6,07-05-2021
2021,5,8,35.98,22.84,50.06,1.54,5.72,0.78,08-05-2021
2021,5,9,35.33,23.94,48.5,2.31,6.62,2.59,09-05-2021
2021,5,10,36.04,22.69,47.75,0.85,5.66,1.54,10-05-2021
2021,5,11,36.21,22.83,49.06,2.84,3.66,1.81,11-05-2021
2021,5,12,36.65,22.2,48.56,9.99,4.45,0.36,12-05-2021
2021,5,13,36.19,20.44,55.38,1.8,5.66,0.28,13-05-2021
2021,5,14,35.67,21.01,48.69,1.38,5.11,0.45,14-05-2021
2021,5,15,37.04,22.8,42.5,0.03,3.01,1.33,15-05-2021
2021,5,16,37.3,22.83,48.19,1.76,4.26,1.23,16-05-2021
2021,5,17,38,24.94,54.31,2.62,6.84,1.2,17-05-2021
2021,5,18,38.23,24.66,54,11.53,3.66,0.98,18-05-2021
2021,5,19,32.45,24.75,69.62,4.72,4.91,1.74,19-05-2021
2021,5,20,32.33,22.75,75.25,6.1,5.91,0.7,20-05-2021
2021,5,21,30.38,24.41,79.19,25.66,4.13,1.03,21-05-2021
2021,5,22,34.59,21.22,56.81,5,5.75,1.55,22-05-2021
2021,5,23,35.45,21.79,48.81,0,6.47,1.59,23-05-2021
2021,5,24,35.91,22.63,46.19,0,7.88,1.98,24-05-2021
2021,5,25,33.26,22.14,48.19,3.23,7.62,3.69,25-05-2021
2021,5,26,27.34,23.22,86.19,50.54,11.1,4.9,26-05-2021
2021,5,27,26.67,22.73,92.31,100.36,12.88,2.91,27-05-2021
2021,5,28,29.88,22.18,78.94,10.24,9.87,2.73,28-05-2021
2021,5,29,32.43,21.67,74.69,7.52,6.69,1.4,29-05-2021
2021,5,30,32.93,22.71,77.06,10.67,5.36,2.58,30-05-2021
2021,5,31,33.15,22.25,71.69,3.02,6.73,0.22,31-05-2021
2021,6,1,33.49,23.07,69.38,17.33,2.98,0.67,01-06-2021
2021,6,2,30.9,23.04,75.31,8.63,3.54,1.62,02-06-2021
2021,6,3,31.74,22.48,72.62,0.2,3.62,0.35,03-06-2021
2021,6,4,32.87,22.73,70.62,0.15,4.64,1.8,04-06-2021
2021,6,5,32.57,22.93,70.06,0.03,4.73,2.11,05-06-2021
2021,6,6,32.83,23.59,70.31,1.28,4.64,2.19,06-06-2021
2021,6,7,33.27,23.92,69.94,0.23,6.84,2.68,07-06-2021
2021,6,8,34.34,23.59,68.94,1.39,7.59,2.39,08-06-2021
2021,6,9,30.83,24.21,77.25,7.78,4.65,0.62,09-06-2021
2021,6,10,28.7,23.65,86.19,32.62,2.86,0.41,10-06-2021
2021,6,11,29.27,23.26,84.12,29.99,2.8,0.09,11-06-2021
2021,6,12,29.07,22.94,84.81,17.49,4.1,0.44,12-06-2021
2021,6,13,30.15,22.97,85.88,18.89,5.12,0.11,13-06-2021
2021,6,14,28.48,23.9,91,8.73,5.32,3.04,14-06-2021
2021,6,15,29.5,22.9,81.94,18.2,8.2,2.09,15-06-2021
2021,6,16,27.7,22.81,87.31,19.5,8.16,3.57,16-06-2021
2021,6,17,26.58,22.4,89.81,17.6,4.05,0.19,17-06-2021
2021,6,18,27.03,21.94,88.38,19.35,5.23,1.42,18-06-2021
2021,6,19,28.38,22.24,85.81,13.14,5.37,2.42,19-06-2021
2021,6,20,28.6,22.15,86.06,17.94,7.36,2.17,20-06-2021
2021,6,21,30.66,22.24,80.81,8.13,5.7,1.94,21-06-2021
2021,6,22,30.14,23.09,82.69,12.55,3.3,0.6,22-06-2021
2021,6,23,29.6,24.33,87.19,13.32,3.78,0.16,23-06-2021
2021,6,24,27.17,23.58,91.31,6.52,4.51,1.28,24-06-2021
2021,6,25,30.34,22.98,85,16,2.76,1.48,25-06-2021
2021,6,26,28.35,22.99,88,3.24,6.48,0.97,26-06-2021
2021,6,27,30.61,23.12,84.88,1.91,3.78,1.15,27-06-2021
2021,6,28,30.33,23.36,85.75,0.69,6,2.97,28-06-2021
2021,6,29,30.22,23.52,86.94,0.56,7.73,2.54,29-06-2021
2021,6,30,31.87,24.24,83.88,1.4,7.5,3.04,30-06-2021
2021,7,1,29.6,24.57,84.94,1.81,5.71,2.24,01-07-2021
2021,7,2,27.71,24.08,89.81,10.32,4.52,1.55,02-07-2021
2021,7,3,29.15,23.63,86.38,9.09,4.6,1.71,03-07-2021
2021,7,4,29.25,23.23,83.06,14.4,3.21,0.38,04-07-2021
2021,7,5,28.82,23.73,86.12,47.85,2.65,0.84,05-07-2021
2021,7,6,30.8,22.88,83.69,4.83,3.15,1.1,06-07-2021
2021,7,7,30.6,23.84,83.06,8.96,4.2,0.28,07-07-2021
2021,7,8,28.55,24.47,90.62,15.12,3.86,1.19,08-07-2021
2021,7,9,29.97,23.71,88,15.25,5.17,2.9,09-07-2021
2021,7,10,29.51,23.69,88.25,1.28,5.71,1.81,10-07-2021
2021,7,11,27.15,23.97,91.06,5.24,6.02,1.7,11-07-2021
2021,7,12,29.21,22.92,88.56,4.13,5.6,2.06,12-07-2021
2021,7,13,28.94,22.39,87.44,7.78,5.27,2.46,13-07-2021
2021,7,14,28.2,22.8,89.69,7.23,6.2,2.97,14-07-2021
2021,7,15,29.62,22.9,86.94,0.48,5.4,2.98,15-07-2021
2021,7,16,29.43,22.68,86,0,5.2,2.67,16-07-2021
2021,7,17,29.78,23.75,87.75,2.3,5.11,2.22,17-07-2021
2021,7,18,29.37,23.47,87,8.45,4.53,1.74,18-07-2021
2021,7,19,30.63,23.56,87.69,1.73,5.22,2.41,19-07-2021
2021,7,20,27.54,23.91,91.31,23.89,3.36,1.06,20-07-2021
2021,7,21,29.02,23.02,89.44,17.01,3.7,1.48,21-07-2021
2021,7,22,29.15,23.93,90.69,5.03,5.98,0.98,22-07-2021
2021,7,23,28.38,23.61,91.75,10.91,6.55,1.91,23-07-2021
2021,7,24,27.53,23.95,92.38,17.06,4.07,0.87,24-07-2021
2021,7,25,30.37,22.97,87.81,0.49,5.64,2.92,25-07-2021
2021,7,26,29.95,23.74,86.19,1.27,4.87,1.82,26-07-2021
2021,7,27,29.28,23.4,88.38,12.44,5.79,2.21,27-07-2021
2021,7,28,26.5,22.91,94,11.77,6.47,3.07,28-07-2021
2021,7,29,28.49,22.76,88.81,11.41,4.99,1.72,29-07-2021
2021,7,30,26.75,23.9,93.62,76.71,10.16,3.31,30-07-2021
2021,7,31,28.4,23.26,90.81,87.59,9.27,3.56,31-07-2021
2021,8,1,29.22,22.86,90.12,7,6.73,2.94,01-08-2021
2021,8,2,29.3,22.01,88.81,1.1,5.2,2.94,02-08-2021
2021,8,3,29.36,22.89,88.38,2.93,3.5,1.57,03-08-2021
2021,8,4,26.8,23.03,91.62,3.58,5.06,1.6,04-08-2021
2021,8,5,29.48,22.51,87.12,8.22,3.48,1.5,05-08-2021
2021,8,6,30.4,22.91,86.38,14.65,3.32,0.59,06-08-2021
2021,8,7,29.97,23.05,86.62,28.94,4.14,1.61,07-08-2021
2021,8,8,28.16,23.64,90.62,44.13,4.23,1.4,08-08-2021
2021,8,9,30.11,23.16,89.38,9.99,4.65,2.22,09-08-2021
2021,8,10,29.04,23.66,91.62,3.69,5.91,1.89,10-08-2021
2021,8,11,28.48,24.02,92.75,6.94,4.7,2.23,11-08-2021
2021,8,12,27.85,23.4,90.88,2.07,5.74,1.79,12-08-2021
2021,8,13,29.69,23,87.31,0.51,3.64,1.64,13-08-2021
2021,8,14,29.72,22.87,87,5.91,4.82,2.11,14-08-2021
2021,8,15,29.41,22.86,84.81,23.39,2.89,0.16,15-08-2021
